parentised_smiles	ID	class_label
CC(=O)c1cccc(c1)-c1nnnn1CCN1CCC(Cc2ccccc2)CC1	chembl_116402	POSITIVE
CC(C)(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1	chembl_116338	POSITIVE
CC(C)(C)CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1	chembl_116790	POSITIVE
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1	chembl_390	POSITIVE
CC(C)(C)CC(C1CCCCN1)c1ccc(Cl)cc1	chembl_115196	POSITIVE
CC(C)(C)CCC1(CCCN1)C(=O)c1ccc2n[nH]cc2c1	chembl_117147	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cc(Cl)c(Cl)s1	chembl_115557	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cc(F)c(Cl)c(Cl)c1	chembl_114835	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cc(F)c2[nH]ccc2c1	chembl_115020	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cc2ccccc2[nH]1	chembl_116379	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cc2ccccc2s1	chembl_115496	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1ccc(Cl)c(Cl)c1	chembl_116844	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1ccc(Cl)c(Cl)n1	chembl_116791	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1ccc(N)c(Cl)c1	chembl_117210	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1ccc2ccccc2n1	chembl_115019	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1ccc2n[nH]cc2c1	chembl_117211	POSITIVE
CC(C)(C)CCC1(CCNC1)C(=O)c1cnc(N)c(Cl)c1	chembl_115559	POSITIVE
CC(C)(C)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1	chembl_114782	POSITIVE
CC(C)(C)CN([C@H]1CCNC1)C(=O)c1cccc(Cl)c1Cl	chembl_85895	POSITIVE
CC(C)(C)NC(CCC1CCCCC1)C(=O)c1cccc(Cl)c1	chembl_116606	NEGATIVE
CC(C)(C)NCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O	chembl_117116	POSITIVE
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)C(=O)N[C@H]2C[C@@H](C2)C(O)=O)c2ccccc12	chembl_7546	POSITIVE
CC(C)(C)N[C@@H]1C[C@H](c2ccccc12)c1ccc(Cl)c(Cl)c1	chembl_115433	POSITIVE
CC(C)(C)N[C@H]1C[C@H](c2ccccc12)c1ccc(Cl)c(Cl)c1	chembl_115629	POSITIVE
CC(C)(C)c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1	chembl_5132	POSITIVE
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	chembl_13130	POSITIVE
CC(C)(C)c1ccc(cc1)C1CCC(CN)O1	chembl_114875	POSITIVE
CC(C)(C)c1ccn(C[C@]23C[C@]2(CCNC3)c2ccc(Cl)c(Cl)c2)n1	chembl_115026	POSITIVE
CC(C)(CCN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1)C#N	chembl_115154	POSITIVE
CC(C)(CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1)C#N	chembl_116762	POSITIVE
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(O)=O)cc1	chembl_82729	NEGATIVE
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(O)=O)cc1C#N	chembl_80793	NEGATIVE
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N	chembl_14737	POSITIVE
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccccc1C#N	chembl_84435	POSITIVE
CC(C)(O)CN(Cc1ccc(F)cc1C(F)(F)F)C1CCNCC1	chembl_117237	POSITIVE
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1	chembl_12765	POSITIVE
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	chembl_15722	NEGATIVE
CC(C)C(=O)N(Cc1cc(Cl)cc(Cl)c1Cl)[C@H]1CCNC1	chembl_116788	POSITIVE
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1	chembl_116883	POSITIVE
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1	chembl_85280	POSITIVE
CC(C)C(=O)N(Cc1ccc(F)cc1Cl)[C@H]1CCNC1	chembl_116965	POSITIVE
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@@H]1CCNC1	chembl_116787	POSITIVE
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1	chembl_40660	POSITIVE
CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1	chembl_85304	POSITIVE
CC(C)C(=O)N(Cc1ccccc1C(C)C)[C@H]1CCNC1	chembl_116335	POSITIVE
CC(C)C(=O)N(Cc1ccccc1C(F)(F)F)[C@H]1CCNC1	chembl_115266	POSITIVE
CC(C)C(=O)N(Cc1ccccc1C1CC1)[C@H]1CCNC1	chembl_116786	POSITIVE
CC(C)C(=O)N(Cc1ccccc1Cl)[C@H]1CCNC1	chembl_114968	POSITIVE
CC(C)C(=O)N(Cc1ccccc1Oc1ccccc1)[C@H]1CCNC1	chembl_114799	POSITIVE
CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O	chembl_116845	POSITIVE
CC(C)C(C)[C@]1(CC[C@@](C)(O)CC1)c1ccc2ccccc2c1	chembl_115771	POSITIVE
CC(C)C(C1CCCCN1)c1ccc(Cl)cc1	chembl_116391	POSITIVE
CC(C)CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1	chembl_116784	POSITIVE
CC(C)CC(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1	chembl_115779	POSITIVE
CC(C)CC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1	chembl_116872	POSITIVE
CC(C)CC(C1CCCCN1)c1ccc(Cl)c(Cl)c1	chembl_115318	POSITIVE
CC(C)CC(C1CCCCN1)c1ccc(Cl)cc1	chembl_115111	POSITIVE
CC(C)CC(C1CCCCN1)c1ccc(cc1)C(C)C	chembl_115125	NEGATIVE
CC(C)CC(C1CCCCN1)c1cccc(Cl)c1	chembl_117224	POSITIVE
CC(C)CC(C1CCCCN1C)c1ccc(Cl)c(Cl)c1	chembl_116337	POSITIVE
CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1	chembl_115078	NEGATIVE
CC(C)CC(N)C1(CCCCC1)c1ccc(Cl)c(Cl)c1	chembl_114984	POSITIVE
CC(C)CC(N1CCCC1)C(=O)c1ccc(C)cc1	chembl_114811	POSITIVE
CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	chembl_116061	POSITIVE
CC(C)CC(NCCCC(N)=O)C1(CCC1)c1ccc(Cl)c(Cl)c1	chembl_117199	POSITIVE
CC(C)CC1(CCCN1)C(=O)c1ccc(N)c(Cl)c1	chembl_117022	POSITIVE
CC(C)CC1(CCCN1)C(=O)c1ccc2n[nH]cc2c1	chembl_116633	POSITIVE
CC(C)CC1(CCNC1)C(=O)c1cc(F)c2[nH]ccc2c1	chembl_117021	POSITIVE
CC(C)CC1CNCCN1c1ccc2n[nH]cc2c1	chembl_114701	POSITIVE
CC(C)CCC(C1CCCCN1)c1ccc(Cl)cc1	chembl_116683	POSITIVE
CC(C)CCC1(CCNC1)C(=O)c1cc(F)c2[nH]ccc2c1	chembl_116849	POSITIVE
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	chembl_115307	POSITIVE
CC(C)CN(Cc1c(F)cccc1C(F)(F)F)C1CCNCC1	chembl_116325	POSITIVE
CC(C)CN(Cc1cc(Cl)ccc1Cl)C1CCNCC1	chembl_115978	POSITIVE
CC(C)CN(Cc1cc(F)ccc1C(F)(F)F)C1CCNCC1	chembl_115448	POSITIVE
